disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Rheumatoid arthritis,HMPL-004,DB05767,LOW,BREAKTHROUGH,1.0,False,1.1380000114440918,3,0,0,0,0,none,0,0,False,0,0,0,3,0,,91,0.5243,1,,of its anti-inflammatory and anti-arthritic effects.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 3 independent AI pillars; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52)
Schistosomiasis,Niridazole,DB13661,MEDIUM,KNOWN,0.7,False,1.05,2,283,270,0,0,none,0,2,False,0,0,0,27,0,,1,0,0,,,"Known association with moderate evidence (283 articles, 0 trials). Already being studied.",283 PubMed articles on this drug-disease pair; Supported by 2 independent AI pillars; Supporting paper with 27 citations
Schistosomiasis,Tacrolimus,DB00864,LOW,NOVEL,0.95,False,1.0467,3,2,0,0,0,moderate,8,124652,False,0,0,0,3,0,,380,0,0,,,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,2 PubMed article(s) - limited literature; Supported by 3 independent AI pillars; Moderate FAERS signal: 8 adverse event reports mention drug-disease co-occurrence
Schistosomiasis,Dehydroemetine,DB13865,LOW,NOVEL,0.95,False,1.045,2,10,9,0,0,none,0,11,False,0,0,0,6,0,,2,0,0,,,Novel prediction with minimal existing evidence (10 articles). Computational support suggests this warrants investigation.,10 PubMed article(s) - limited literature; Supported by 2 independent AI pillars
Schistosomiasis,Cimetidine,DB00501,LOW,NOVEL,0.85,False,1.0403,2,13,9,0,0,none,0,6463,False,0,0,0,21,0,,97,0,0,,,Novel prediction with minimal existing evidence (13 articles). Computational support suggests this warrants investigation.,13 PubMed articles found; Supported by 2 independent AI pillars; Supporting paper with 21 citations
Schistosomiasis,Praziquantel,DB01058,HIGH,ESTABLISHED,0.15,True,1.0399,2,4038,3694,62,10,strong,11,217,False,0,0,0,148,0,,3,0,0,,,"Well-established drug-disease relationship (4038 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 4037 PubMed articles on this drug-disease pair; 62 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Strong FAERS signal: 11 adverse event reports link drug to disease (217 total reports); Highly cited paper (148 citations): ""Effect of preventive chemotherapy with praziquantel on schis...""; AI analysis of 1 abstract(s) found positive treatment signals; NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Schistosomiasis,Antipyrine,DB01435,LOW,NOVEL,0.95,False,1.0328,2,9,4,0,0,none,0,199,False,0,0,0,20,0,,48,0,0,,,Novel prediction with minimal existing evidence (9 articles). Computational support suggests this warrants investigation.,9 PubMed article(s) - limited literature; Supported by 2 independent AI pillars
Schistosomiasis,Oxamniquine,DB01096,MEDIUM,KNOWN,0.7,False,1.0319,3,446,421,3,0,none,0,2,False,0,0,0,17,0,,25,0,0,,,"Known association with moderate evidence (446 articles, 0 trials). Already being studied.",446 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars
Schistosomiasis,Penicillamine,DB00859,LOW,NOVEL,0.95,False,1.0278,2,7,7,0,0,none,0,879,False,0,0,0,8,0,,47,0,0,,,Novel prediction with minimal existing evidence (7 articles). Computational support suggests this warrants investigation.,7 PubMed article(s) - limited literature; Supported by 2 independent AI pillars
Schistosomiasis,Colchicine,DB01394,LOW,NOVEL,0.85,False,1.0243,2,19,14,0,0,none,0,26365,False,0,0,0,14,0,,15,0,0,,,Novel prediction with minimal existing evidence (19 articles). Computational support suggests this warrants investigation.,19 PubMed articles found; Supported by 2 independent AI pillars
Schizophrenia,Zuclopenthixol,DB01624,HIGH,ESTABLISHED,0.3,True,1.2004,5,141,140,1,8,strong,494,3552,False,0,0,0,3,1.0,Zuclopenthixol,123,0.4715,2,,of its antipsychotic properties.,"Well-established drug-disease relationship (141 articles, 8 trials). Not a repurposing candidate.",8 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 141 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (1.00) to Zuclopenthixol; Strong FAERS signal: 494 adverse event reports link drug to disease (3552 total reports); AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.47)
Schizophrenia,Prochlorperazine,DB00433,HIGH,KNOWN,0.84,False,1.2003,5,72,61,0,1,weak,1,38628,False,0,0,0,9,0.8043,Perphenazine,69,0.5065,5,,of its antipsychotic properties.,"Known association with moderate evidence (72 articles, 1 trials). Already being studied.",1 clinical trial(s) found on ClinicalTrials.gov; 72 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; High molecular similarity (0.80) to Perphenazine; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.51)
Schizophrenia,Serotonin,DB08839,HIGH,ESTABLISHED,0.24,True,1.1854,5,4979,3439,12,10,weak,2,609,False,0,0,0,184,0,,1,0.5629,10,,of its role in the regulation of the dopaminergic system.,"Well-established drug-disease relationship (4979 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 4979 PubMed articles on this drug-disease pair; 12 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; Highly cited paper (184 citations): ""Serotonin, schizophrenia and antipsychotic drug action....""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.56); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Schizophrenia,Amoxapine,DB00543,MEDIUM,NOVEL,0.85,False,1.1808,5,18,14,0,0,none,0,485,False,0,0,0,19,0.7391,Loxapine,116,0.4824,8,,of its unique mechanism of action.,Novel prediction with minimal existing evidence (18 articles). Computational support suggests this warrants investigation.,18 PubMed articles found; Supported by 5 independent AI pillars; High molecular similarity (0.74) to Loxapine; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.48)
Schizophrenia,Dexmethylphenidate,DB06701,LOW,NOVEL,0.8,False,1.1764999628067017,4,1,1,0,0,weak,1,1680,False,0,0,0,21234,1.0,Methylphenidate,106,0.1989,1,,of its dopaminergic and noradrenergic effects.,Novel prediction with minimal existing evidence (1 articles). Computational support suggests this warrants investigation.,"1 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; High molecular similarity (1.00) to Methylphenidate; Highly cited paper (21234 citations): ""The positive and negative syndrome scale (PANSS) for schizop...""; AI-generated hypothesis available"
Schizophrenia,Dopamine,DB00988,HIGH,ESTABLISHED,0.18,True,1.1741,4,11606,7261,23,10,weak,1,5825,False,0,0,0,694,0,,10,0.6136,14,,of its role in the regulation of the mesolimbic dopamine system.,"Well-established drug-disease relationship (11606 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 11606 PubMed articles on this drug-disease pair; 23 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Highly cited paper (694 citations): ""Dopamine, schizophrenia, mania, and depression: Toward a uni...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.61); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Schizophrenia,Amitriptyline,DB00321,HIGH,ESTABLISHED,0.42,True,1.1692,5,185,165,0,2,moderate,103,90629,False,0,0,0,127,0,,81,0.529,11,,of its antidepressant properties.,"Well-established drug-disease relationship (185 articles, 2 trials). Not a repurposing candidate.","2 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 185 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; CAUTION: Drug had terminated/withdrawn trials (Phase 3) for this disease; Moderate FAERS signal: 103 adverse event reports mention drug-disease co-occurrence; Highly cited paper (127 citations): ""Treatment of secondary depression in schizophrenia. A double...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.53)"
Schizophrenia,Paliperidone,DB01267,HIGH,ESTABLISHED,0.2,True,1.1688,5,1379,1313,1,10,strong,594,7999,False,0,0,0,3,0.7465,Risperidone,173,0.4388,3,,of its unique mechanism of action.,"Well-established drug-disease relationship (1379 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 1379 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.75) to Risperidone; Strong FAERS signal: 594 adverse event reports link drug to disease (7999 total reports); AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.44); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Schizophrenia,Escitalopram,DB01175,HIGH,KNOWN,0.5,False,1.1624,4,78,71,1,10,moderate,66,74215,False,0,0,0,7,1.0,Citalopram,83,0.4732,2,,of its antidepressant properties.,"Known association with moderate evidence (78 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 78 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; High molecular similarity (1.00) to Citalopram; Moderate FAERS signal: 66 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.47)
Schizophrenia,Fluoxetine,DB00472,HIGH,ESTABLISHED,0.36,True,1.1597,4,264,243,3,10,moderate,129,84182,False,0,0,0,4,0,,21,0.6873,6,,of its antidepressant properties.,"Well-established drug-disease relationship (264 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 264 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 129 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.69)
Sepsis,Loteprednol,DB00873,LOW,NOVEL,0.95,False,1.0592999458312988,3,2,2,0,0,none,0,0,False,0,0,0,0,0,,1039,0,0,,,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,Supported by 3 independent AI pillars
Sepsis,Daptomycin,DB00080,LOW,KNOWN,0.7,False,1.0266000032424927,3,172,154,1,0,none,0,0,False,0,0,0,0,0,,181,0,0,,,"Known association with moderate evidence (172 articles, 0 trials). Already being studied.",Supported by 3 independent AI pillars
Sepsis,Nystatin,DB00646,LOW,NOVEL,0.85,False,1.0191,3,93,85,0,0,none,0,0,False,0,0,0,0,0.8706,Amphotericin B,795,0,0,,,Novel prediction with minimal existing evidence (93 articles). Computational support suggests this warrants investigation.,Supported by 3 independent AI pillars; High molecular similarity (0.87) to Amphotericin B
Sepsis,Water,DB09145,LOW,KNOWN,0.6,False,1.0156999826431274,2,2858,1885,6,0,none,0,0,False,0,0,0,0,0,,905,0,0,,,"Known association with moderate evidence (2858 articles, 0 trials). Already being studied.",Supported by 2 independent AI pillars
Sepsis,Capreomycin,DB00314,LOW,BREAKTHROUGH,1.0,False,1.0044,2,0,0,0,0,none,0,0,False,0,0,0,0,0,,326,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 2 independent AI pillars
Sepsis,Citicoline,DB12153,LOW,NOVEL,0.95,False,1.0039000511169434,2,3,3,0,0,none,0,0,False,0,0,0,0,0,,1216,0,0,,,Novel prediction with minimal existing evidence (3 articles). Computational support suggests this warrants investigation.,Supported by 2 independent AI pillars
Sepsis,Dexamethasone,DB01234,LOW,KNOWN,0.697,False,0.9958999752998352,4,910,793,1,0,none,0,0,False,0,0,0,0,0,,21,0,0,,,"Known association with moderate evidence (910 articles, 0 trials). Already being studied.",Supported by 4 independent AI pillars
Sepsis,Cefoxitin,DB01331,NOVEL,KNOWN,0.697,False,0.9955,1,196,168,0,0,none,0,0,False,0,0,0,0,0,,49,0,0,,,"Known association with moderate evidence (196 articles, 0 trials). Already being studied.",Strong computational prediction but no published evidence found - potentially novel discovery
Sepsis,Tepoxalin,DB11466,LOW,BREAKTHROUGH,0.994,False,0.9943000078201294,2,0,0,0,0,none,0,0,False,0,0,0,0,0,,1471,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 2 independent AI pillars
Sickle cell disease,Oxygen,DB09140,HIGH,ESTABLISHED,0.3,True,1.161,3,1847,1133,9,10,moderate,54,48106,False,0,0,0,73,0,,7,0.6749,1,,,"Well-established drug-disease relationship (1847 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 1299 PubMed articles on this drug-disease pair; 5 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Moderate FAERS signal: 54 adverse event reports mention drug-disease co-occurrence; Supporting paper with 73 citations; Moderate genetic evidence supporting causality (MR score: 0.67); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Sickle cell disease,Sirolimus,DB00877,HIGH,KNOWN,0.66,False,1.1543,3,49,49,0,10,moderate,4,13389,False,0,0,0,26,0,,156,0.6749,1,,,"Known association with moderate evidence (49 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; 45 PubMed articles found; Supported by 3 independent AI pillars; Moderate FAERS signal: 4 adverse event reports mention drug-disease co-occurrence; Supporting paper with 26 citations; Moderate genetic evidence supporting causality (MR score: 0.67)
